Filename,Score
John Doe.pdf,0.968747615814209
DanBrown.pdf,0.949400782585144
Evelyn White_CV.pdf,0.9429088830947876
Isabella Clark.pdf,0.9363598823547363
Russel.pdf,0.9314184188842773
